PDB_ID	H_chain_ID	L_chain_ID	Ag_chain_ID(s)	Affinity_KD(nM)	Affinity_method	Affinity_temp(K)	Remark
7czu	H	K	A	1.01	SPR	N.A.	N.A.
7czv	H	K	A	1.01	SPR	N.A.	N.A.
7czw	H	L	A	3.55	SPR	N.A.	N.A.
7czx	H	K	A	0.75	SPR	N.A.	N.A.
7czy	H	K	A	5.33	SPR	N.A.	N.A.
7czz	H	K	A	5.33	SPR	N.A.	N.A.
7d00	H	K	A	6.98	SPR	N.A.	N.A.
7d03	H	L	A	3.55	SPR	N.A.	N.A.
7d0b	H	L	A	1.03	SPR	N.A.	N.A.
7d0c	H	L	A	90.09	SPR	N.A.	N.A.
7d0d	H	L	A	1.03	SPR	N.A.	N.A.
7d2z	A	N.A.	B	5.6	BLI	303	N.A.
7d30	A	N.A.	B	0.3	BLI	303	Ag is biparatopic fusion MR17-SR31
7d3k	H	L	2	N.A.	N.A.	N.A.	N.A.
7d4b	B	N.A.	A	4.9	BLI	N.A.	N.A.
7d4g	N	G	B	N.A.	N.A.	N.A.	N.A.
7d5b	D	N.A.	A	N.A.	N.A.	N.A.	N.A.
7d5p	C	N.A.	A	46.6	ITC	298	N.A.
7d5q	C	N.A.	A	N.A.	N.A.	N.A.	N.A.
7d5u	D	N.A.	A	N.A.	N.A.	N.A.	N.A.
7d5z	D	C	A	N.A.	N.A.	N.A.	N.A.
7d6i	B	C	A	N.A.	N.A.	N.A.	N.A.
7d6y	B	N.A.	A	154.3	SPR	N.A.	N.A.
7d85	B	C	A	<0.075	SPR	N.A.	N.A.
7d8b	B	N.A.	A	0.057	SPR	N.A.	N.A.
7daa	H	L	A	N.A.	N.A.	N.A.	N.A.
7dc8	B	A	C	48	SPR	310	ATP-dependent binding
7dcc	D	H	E	<0.001	BLI	N.A.	N.A.
7dcx	A	F	C	<0.001	BLI	N.A.	N.A.
7dd2	A	B	C	<0.001	BLI	N.A.	N.A.
7deo	A	N.A.	B	2.33	BLI	N.A.	important KD data paper
7det	B	N.A.	A	0.0507	BLI	N.A.	N.A.
7deu	B	N.A.	A	<0.001	BLI	N.A.	N.A.
7df1	F	J	C	58.2	SPR	N.A.	N.A.
7dfp	C	B	A	N.A.	N.A.	N.A.	N.A.
7dge	C	N.A.	A	N.A.	N.A.	N.A.	N.A.
7dha	C	B	A	4.36	SPR	N.A.	N.A.
7djz	A	B	C	N.A.	N.A.	N.A.	N.A.
7dk0	A	B	C	N.A.	N.A.	N.A.	N.A.
7dk2	A	B	C	N.A.	N.A.	N.A.	N.A.
7dk4	a	b	A	0.18	BLI	N.A.	N.A.
7dk5	a	b	A	0.18	BLI	N.A.	N.A.
7dk6	a	b	A	0.18	BLI	N.A.	N.A.
7dk7	a	b	A	0.18	BLI	N.A.	N.A.
7dkj	C	D	A	N.A.	N.A.	N.A.	N.A.
7dm1	F	E	B	1.44	SPR	298	important KD data paper
7dm2	H	L	A	1.34	SPR	298	N.A.
7dpm	A	B	C	5.45	BLI	N.A.	N.A.
7dq7	H	L	B	22.6	SPR	N.A.	N.A.
7dr4	H	L	I;K	0.0811	SPR	N.A.	N.A.
7dst	E	N.A.	C	1	SPR	298	N.A.
7duo	H	L	B	N.A.	N.A.	N.A.	N.A.
7dv4	B	N.A.	A	0.0428	BLI	N.A.	N.A.
7dw9	N	N.A.	A;B	N.A.	N.A.	N.A.	N.A.
7dw9	S	N.A.	A;B	N.A.	N.A.	N.A.	N.A.
7dwt	H	L	A	0.844	BLI	310	CA trace only
7dwu	H	L	A;C	0.844	BLI	310	CA trace only
7dx4	H	L	E	N.A.	N.A.	N.A.	N.A.
7dzx	H	L	C	N.A.	N.A.	N.A.	N.A.
7dzy	H	L	B	N.A.	N.A.	N.A.	N.A.
7e23	B	C	A	0.698	BLI	N.A.	N.A.
7e39	C	B	A	0.523	SPR	N.A.	important KD data paper
7e3b	B	C	A	1.39	SPR	N.A.	N.A.
7e3c	B	C	A	1.53	SPR	N.A.	N.A.
7e3k	H	L	C	51.2	SPR	N.A.	N.A.
7e3l	H	L	C	5.07	SPR	N.A.	N.A.
7e3o	H	L	R	8.02	SPR	298	important KD data paper
7e53	B	N.A.	A	15.8	ITC	293	N.A.
7e5o	H	L	A	1.2	BLI	303	N.A.
7e5r	L	H	A	1.1	SPR	N.A.	N.A.
7e5r	M	U	A	0.14	SPR	N.A.	N.A.
7e5r	P	Q	A	4.322	SPR	N.A.	KD from DOI: 10.1093/nsr/nwab053
7e5s	P	N	A	4.322	SPR	N.A.	KD from DOI: 10.1093/nsr/nwab053
7e5s	R	O	A	0.033	SPR	N.A.	N.A.
7e5s	I	K	B	0.14	SPR	N.A.	N.A.
7e5s	L	D	B	1.1	SPR	N.A.	N.A.
7e5y	C	B	A	4.76	SPR	N.A.	important KD data paper
7e6u	B	N.A.	A	0.24	SPR	298	N.A.
7e72	A	B	E	N.A.	N.A.	N.A.	N.A.
7e7e	H	L	A;B	2.95	SPR	N.A.	N.A.
7e7x	H	L	A	N.A.	N.A.	N.A.	N.A.
7e7y	C	D	E	N.A.	N.A.	N.A.	N.A.
7e86	A	B	C	N.A.	N.A.	N.A.	N.A.
7e88	A	B	C	N.A.	N.A.	N.A.	N.A.
7e8c	H	L	A	N.A.	N.A.	N.A.	N.A.
7e8c	M	J	A	N.A.	N.A.	N.A.	N.A.
7e8c	O	Q	A	N.A.	N.A.	N.A.	N.A.
7e8f	H	L	A	N.A.	N.A.	N.A.	N.A.
7e8f	C	B	R	N.A.	N.A.	N.A.	N.A.
7e8f	D	E	R	N.A.	N.A.	N.A.	N.A.
7e8m	H	L	E	21.9	SPR	291	N.A.
7e9b	H	L	C	2.42	BLI	298	N.A.
7e9g	D	N.A.	A;B	N.A.	N.A.	N.A.	N.A.
7e9g	E	N.A.	R;S	N.A.	N.A.	N.A.	N.A.
7e9n	H	L	A	0.00219	SPR	298	N.A.
7e9o	H	L	A	0.00219	SPR	298	N.A.
7e9p	H	L	B	0.00219	SPR	298	N.A.
7e9q	H	L	A	0.00219	SPR	298	N.A.
7eam	H	L	A	0.003	SPR	N.A.	important KD data paper
7ean	H	L	A	0.01	SPR	N.A.	N.A.
7eh5	D	O	A	N.A.	N.A.	N.A.	N.A.
7eh5	H	L	A	N.A.	N.A.	N.A.	N.A.
7ej4	H	L	A	N.A.	N.A.	N.A.	N.A.
7ej5	H	L	A	N.A.	N.A.	N.A.	N.A.
7ejy	H	L	R	0.204	SPR	N.A.	important KD data paper;
7ejz	H	L	R	0.273	SPR	N.A.	N.A.
7ek0	H	L	R	2.23	SPR	N.A.	N.A.
7elx	H	L	C	N.A.	N.A.	N.A.	N.A.
7enf	P	O	B	10.9	SPR	298	N.A.
7eng	H	L	B	10.9	SPR	298	N.A.
7eo0	H	L	3	N.A.	N.A.	N.A.	N.A.
7eow	B	N.A.	A	4.4	N.A.	N.A.	N.A.
7epb	C	N.A.	A;B	N.A.	N.A.	N.A.	N.A.
7epu	A	N.A.	B	N.A.	N.A.	N.A.	N.A.
7epx	H	L	A	0.65	BLI	303	N.A.
7ew5	E	F	A;D	N.A.	N.A.	N.A.	N.A.
7ey0	A	B	R	N.A.	N.A.	N.A.	N.A.
7ey0	H	L	R	N.A.	N.A.	N.A.	N.A.
7ey5	B	C	A	N.A.	N.A.	N.A.	N.A.
7ey5	H	L	A	N.A.	N.A.	N.A.	N.A.
7eya	H	L	R	N.A.	N.A.	N.A.	N.A.
7ezv	H	L	A	N.A.	N.A.	N.A.	N.A.
7ezv	M	N	A	N.A.	N.A.	N.A.	N.A.
7f0x	B	N.A.	A	N.A.	N.A.	N.A.	N.A.
7f12	B	N.A.	A	N.A.	N.A.	N.A.	N.A.
7f15	B	N.A.	A	N.A.	N.A.	N.A.	N.A.
7f1g	D	N.A.	A	N.A.	N.A.	N.A.	N.A.
7f3q	C	B	A	4.32	BLI	N.A.	N.A.
7f3q	H	L	A	0.217	BLI	N.A.	N.A.
7f5g	D	N.A.	C	0.25	BLI	N.A.	N.A.
7f5h	C	N.A.	A	1.56	BLI	303	N.A.
7f62	H	L	A	6.33	BLI	298	N.A.
7f63	H	L	A	0.282	BLI	298	N.A.
7f6y	H	L	R	1	SPR	N.A.	N.A.
7f6z	H	L	R	1.42	SPR	N.A.	N.A.
7f7e	C	L	E	N.A.	N.A.	N.A.	N.A.
7f7h	A	B	E	N.A.	N.A.	N.A.	N.A.
7f9w	B	C	A	8.84	SPR	298	N.A.
7f9z	E	N.A.	A;B	N.A.	N.A.	N.A.	N.A.
7f9z	N	N.A.	A;B	N.A.	N.A.	N.A.	N.A.
7fae	H	L	A	6.91	SPR	N.A.	N.A.
7faf	H	L	C	6.91	SPR	N.A.	N.A.
7fah	H	L	A	24.85	SPR	N.A.	N.A.
7fat	B	N.A.	A	0.74	BLI	N.A.	N.A.
7fau	B	N.A.	A	6.76	BLI	N.A.	N.A.
7fbi	H	L	A	N.A.	N.A.	N.A.	N.A.
7fbi	N	M	A	N.A.	N.A.	N.A.	N.A.
7fci	H	L	A	N.A.	N.A.	N.A.	N.A.
7fcp	B	D	A	<0.004585	SPR	N.A.	N.A.
7fcp	H	L	A	0.55	SPR	N.A.	N.A.
7fcq	H	L	A	0.55	SPR	N.A.	N.A.
7fg2	D	N.A.	A	1.4	BLI	298	N.A.
7fg3	D	N.A.	A	1.4	BLI	298	N.A.
7fh0	B	N.A.	A	N.A.	N.A.	N.A.	N.A.
7fjc	H	L	E	N.A.	N.A.	N.A.	N.A.
7fjn	H	L	B	N.A.	N.A.	N.A.	N.A.
7fjo	H	L	A	N.A.	N.A.	N.A.	N.A.
7fjs	C	A	B	N.A.	N.A.	N.A.	N.A.
7jgj	H	L	A	N.A.	N.A.	N.A.	N.A.
7jhg	H	L	A	N.A.	N.A.	N.A.	N.A.
7jhh	H	L	A	N.A.	N.A.	N.A.	N.A.
7jie	C	D	A;B	N.A.	N.A.	N.A.	N.A.
7jix	H	L	A	N.A.	N.A.	N.A.	N.A.
7jks	H	L	G	N.A.	N.A.	N.A.	N.A.
7jkt	H	L	G	N.A.	N.A.	N.A.	N.A.
7jmo	H	L	A	39.6	BLI	N.A.	N.A.
7jmp	H	L	A	20.9	BLI	N.A.	N.A.
7jmw	H	L	A	46	BLI	N.A.	N.A.
7jn5	H	L	F	1	BLI	N.A.	N.A.
7joo	H	L	C	2	BLI	N.A.	N.A.
7jr7	C	D	B	0.12	SPR	N.A.	N.A.
7jr7	E	F	B	0.11	SPR	N.A.	N.A.
7jtf	A	B	E	25.8	BLI	303	N.A.
7jtg	A	B	E	23.3	BLI	303	N.A.
7jti	H	L	A	53.54	SPR	298	N.A.
7jtr	B	N.A.	A	9.73	SPR	277	N.A.
7jum	H	N.A.	A	1.804	BLI	N.A.	KD from geometric mean of two replicates
7jv2	H	L	A	149	SPR	298	N.A.
7jv4	D	E	B	119	SPR	298	N.A.
7jv6	H	L	A	119	SPR	298	N.A.
7jva	H	L	A	7.5	SPR	298	N.A.
7jvb	C	N.A.	A	0.0104	SPR	N.A.	N.A.
7jvc	H	L	A	10	SPR	298	N.A.
7jw0	H	L	A	8.7	SPR	298	N.A.
7jwg	H	L	C	N.A.	N.A.	N.A.	N.A.
7jx3	A	B	R	0.3	SPR	298	N.A.
7jx3	C	D	R	75	SPR	298	N.A.
7jx3	H	L	R	1.1	SPR	298	N.A.
7k43	H	L	A;B	68	SPR	298	N.A.
7k45	H	L	B	1.6	SPR	298	N.A.
7k4n	H	L	A	2.5	SPR	298	N.A.
7k65	B	N.A.	A	N.A.	N.A.	N.A.	N.A.
7k66	B	C	A	0.1	N.A.	N.A.	N.A.
7k7i	H	L	A	0.0067	SPR	N.A.	N.A.
7k7y	D	N.A.	A	N.A.	N.A.	N.A.	N.A.
7k84	B	N.A.	A	N.A.	N.A.	N.A.	N.A.
7k8m	A	B	E	27	SPR	N.A.	N.A.
7k8s	O	P	B	11	SPR	N.A.	N.A.
7k8t	O	P	A	11	SPR	N.A.	N.A.
7k8v	H	L	A	1.3	SPR	N.A.	N.A.
7k8w	H	L	A	10	SPR	N.A.	N.A.
7k8x	E	G	A	0.5	SPR	N.A.	N.A.
7k8z	H	L	A	6	SPR	N.A.	N.A.
7k90	H	L	B;C	18	SPR	N.A.	N.A.
7k93	E	N.A.	A	5.8	BLI	298	N.A.
7k9h	I	M	C	1.05	BLI	N.A.	KD from Ab-RBD binding
7k9i	H	L	A	1.05	BLI	N.A.	N.A.
7k9j	H	L	A	40.1	BLI	N.A.	N.A.
7k9k	H	L	A	40.1	BLI	N.A.	N.A.
7k9z	B	A	E	0.82	BLI	298	N.A.
7k9z	H	L	E	0.41	BLI	298	N.A.
7kbb	A	B	C;E	N.A.	N.A.	N.A.	N.A.
7kbb	H	L	D	N.A.	N.A.	N.A.	N.A.
7kbt	E	F	A	N.A.	N.A.	N.A.	N.A.
7kd6	C	D	E	N.A.	N.A.	N.A.	N.A.
7kdd	D	E	A	N.A.	N.A.	N.A.	N.A.
7kde	S	T	A;E	N.A.	N.A.	N.A.	N.A.
7kde	H	L	G	N.A.	N.A.	N.A.	N.A.
7kej	G	J	A	N.A.	N.A.	N.A.	N.A.
7ket	A	B	C	7.26	SPR	N.A.	N.A.
7kew	G	J	A	N.A.	N.A.	N.A.	N.A.
7kex	G	J	A	N.A.	N.A.	N.A.	N.A.
7kez	H	L	V	N.A.	N.A.	N.A.	N.A.
7kf0	H	L	V	N.A.	N.A.	N.A.	N.A.
7kf1	H	L	V	N.A.	N.A.	N.A.	N.A.
7kf9	G	J	A	N.A.	N.A.	N.A.	N.A.
7kfb	G	J	A	N.A.	N.A.	N.A.	N.A.
7kfe	G	I	B	N.A.	N.A.	N.A.	N.A.
7kfh	G	J	A	N.A.	N.A.	N.A.	N.A.
7kfv	H	L	A	4.2	BLI	N.A.	N.A.
7kfw	H	L	A	76.3	BLI	N.A.	N.A.
7kfx	H	L	A	14.1	BLI	N.A.	N.A.
7kfy	H	L	A	55.7	BLI	N.A.	N.A.
7kgj	B	N.A.	A	47.1	SPR	298	N.A.
7kgk	B	N.A.	A	40.6	SPR	298	N.A.
7kgv	D	F	A	N.A.	N.A.	N.A.	N.A.
7kh0	N	N.A.	A;B	N.A.	N.A.	N.A.	N.A.
7kh0	S	N.A.	A;B	N.A.	N.A.	N.A.	N.A.
7ki4	H	L	A;B	27.46	BLI	303	Geometric mean of two replicates
7ki6	H	L	A	1.00	BLI	303	Geometric mean of two replicates
7kjh	A	N.A.	C	6.7	BLI	298	important KD data paper
7kji	A	N.A.	B	5	BLI	298	N.A.
7kkk	B	N.A.	A;C	210	SPR	N.A.	N.A.
7kkl	B	N.A.	A;C	<0.001	SPR	N.A.	N.A.
7klc	D	C	A	N.A.	N.A.	N.A.	N.A.
7klc	H	L	A	N.A.	N.A.	N.A.	N.A.
7klg	H	L	A;B	0.3	BLI	298	N.A.
7klh	I	M	B	0.039	BLI	298	N.A.
7klw	B	N.A.	A	47.1	SPR	298	N.A.
7klw	C	N.A.	A	62.7	SPR	298	N.A.
7km5	D	N.A.	A	14.2	SPR	N.A.	N.A.
7kmd	H	L	G	N.A.	N.A.	N.A.	N.A.
7kmd	A	E	G;T	N.A.	N.A.	N.A.	N.A.
7kmg	A	B	C;F	3.5	BLI	N.A.	N.A.
7kmh	A	B	C	N.A.	N.A.	N.A.	N.A.
7kmi	A	B	C	N.A.	N.A.	N.A.	N.A.
7kmk	H	L	A	0.039	BLI	298	N.A.
7kml	H	L	A	0.039	BLI	298	N.A.
7kn3	H	L	A	7.79	SPR	293	N.A.
7kn4	H	L	A	2.37	SPR	293	N.A.
7kn5	C	N.A.	A	1.86	SPR	298	N.A.
7kn5	E	N.A.	A	21.4	SPR	298	N.A.
7kn6	C	N.A.	A	8.92	SPR	298	N.A.
7kn6	H	L	A	N.A.	N.A.	N.A.	N.A.
7kn7	B	N.A.	A	22.2	SPR	298	N.A.
7kn7	H	L	A	N.A.	N.A.	N.A.	N.A.
7kpg	H	L	S	N.A.	N.A.	N.A.	N.A.
7kq7	H	L	B	N.A.	N.A.	N.A.	N.A.
7kqb	H	L	A	7.61	BLI	298	N.A.
7kqe	H	L	A	1.64	BLI	298	N.A.
7kqg	B	C	A	160	BLI	N.A.	N.A.
7kqh	H	L	B	50	BLI	N.A.	N.A.
7kqi	A	C	B	80	BLI	N.A.	N.A.
7kql	H	L	T	N.A.	N.A.	N.A.	N.A.
7kra	I	J	A	N.A.	N.A.	N.A.	N.A.
7ks9	H	L	B	0.162	SPR	298	N.A.
7ksg	D	N.A.	A	1.86	SPR	298	N.A.
7ktx	I	J	A	N.A.	N.A.	N.A.	N.A.
7kxj	H	L	A	0.039	BLI	298	N.A.
7kxk	H	L	A	0.039	BLI	298	N.A.
7kyl	H	L	E	68.4	BLI	N.A.	N.A.
7kyo	H	L	B	N.A.	N.A.	N.A.	N.A.
7kzb	A	B	C	261	BLI	298	N.A.
7kzb	H	L	C	61	BLI	298	N.A.
7kzx	F	E	A	N.A.	N.A.	N.A.	N.A.
7kzz	D	C	A	N.A.	N.A.	N.A.	N.A.
7l0n	A	B	R	N.A.	N.A.	N.A.	N.A.
7l0n	H	L	R	N.A.	N.A.	N.A.	N.A.
7l1v	H	N.A.	A;B	N.A.	N.A.	N.A.	N.A.
7l1v	S	N.A.	R	0.6	grating coupled interferometry	N.A.	N.A.
7l2c	H	L	A	3.6035	SPR	298	N.A.
7l2d	H	L	A	0.1359	SPR	298	N.A.
7l2e	H	L	A	0.0043	SPR	298	N.A.
7l2f	H	L	A	0.4162	SPR	298	N.A.
7l56	H	L	A	1.034	SPR	298	N.A.
7l57	H	L	B	0.0275	SPR	298	N.A.
7l58	H	L	B	4.48	SPR	298	KD from DOI: 10.1126/science.abc2241
7l5b	H	L	A	0.0275	SPR	298	N.A.
7l5j	Y	X	A	46	SPR	298	N.A.
7l6v	B	N.A.	A	N.A.	N.A.	N.A.	N.A.
7l6v	C	N.A.	A	N.A.	N.A.	N.A.	N.A.
7l6v	D	N.A.	A	N.A.	N.A.	N.A.	N.A.
7l6v	E	N.A.	A	N.A.	N.A.	N.A.	N.A.
7l6v	F	N.A.	A	N.A.	N.A.	N.A.	N.A.
7l7d	H	L	E	0.253	BLI	N.A.	N.A.
7l7e	O	P	K	<0.001	BLI	N.A.	N.A.
7l7e	H	L	S	0.253	BLI	N.A.	N.A.
7l7r	B	A	G	<0.022	BLI	N.A.	N.A.
7l7r	D	C	G	N.A.	N.A.	N.A.	N.A.
7l8p	H	L	A	N.A.	N.A.	N.A.	N.A.
7la4	H	L	A	N.A.	N.A.	N.A.	N.A.
7laa	H	L	A	0.3	SPR	N.A.	N.A.
7lab	H	L	C	294	SPR	N.A.	N.A.
7lbe	F	E	A	N.A.	N.A.	N.A.	N.A.
7lbe	H	G	A	N.A.	N.A.	N.A.	N.A.
7lbf	F	E	A	N.A.	N.A.	N.A.	N.A.
7lbf	H	G	A	N.A.	N.A.	N.A.	N.A.
7lbg	F	E	A	N.A.	N.A.	N.A.	N.A.
7lbg	H	G	A	N.A.	N.A.	N.A.	N.A.
7lcn	H	L	C	16.4	SPR	N.A.	N.A.
7lcv	A	B	C	66	SPR	N.A.	N.A.
7ld1	H	L	B	0.1	SPR	N.A.	N.A.
7ldd	L	N.A.	A	N.A.	N.A.	N.A.	N.A.
7ldd	N	M	B	N.A.	N.A.	N.A.	N.A.
7lde	L	N.A.	A	N.A.	N.A.	N.A.	N.A.
7lde	N	M	B	N.A.	N.A.	N.A.	N.A.
7ldj	E	N.A.	B	0.36	BLI	298	important KD data paper
7lex	D	E	A;B	N.A.	N.A.	N.A.	N.A.
7ley	D	E	A	N.A.	N.A.	N.A.	N.A.
7lez	D	E	A;B	N.A.	N.A.	N.A.	N.A.
7lf0	D	E	A;B	N.A.	N.A.	N.A.	N.A.
7lf1	D	E	A;B	0.74	SPR	298	N.A.
7lf2	D	E	A;B	0.56	SPR	298	N.A.
7lf7	H	L	K	0.86	SPR	310	N.A.
7lf8	H	L	A	N.A.	N.A.	N.A.	N.A.
7lfa	H	L	C	1.56	SPR	310	N.A.
7lfb	H	L	X	1.63	SPR	310	N.A.
7lg6	H	L	A	N.A.	N.A.	N.A.	N.A.
7lg6	C	D	A;I	N.A.	N.A.	N.A.	N.A.
7li6	B	C	A	N.A.	N.A.	N.A.	N.A.
7li7	B	C	A	N.A.	N.A.	N.A.	N.A.
7li8	B	C	A	N.A.	N.A.	N.A.	N.A.
7li9	B	C	A	N.A.	N.A.	N.A.	N.A.
7lia	B	C	A	N.A.	N.A.	N.A.	N.A.
7lj4	G	F	B	N.A.	N.A.	N.A.	N.A.
7lj5	G	F	B	N.A.	N.A.	N.A.	N.A.
7lja	G	F	B	N.A.	N.A.	N.A.	N.A.
7ljb	G	F	B	N.A.	N.A.	N.A.	N.A.
7ljr	S	T	A	1.6	SPR	N.A.	N.A.
7lk4	B	A	R	N.A.	N.A.	N.A.	N.A.
7lkf	H	L	A	N.A.	N.A.	N.A.	N.A.
7lkh	H	L	A	N.A.	N.A.	N.A.	N.A.
7ll1	H	L	A	60.2	BLI	310	N.A.
7ll2	H	L	A	N.A.	N.A.	N.A.	N.A.
7llk	C	D	A	N.A.	N.A.	N.A.	N.A.
7lm8	H	L	A	N.A.	N.A.	N.A.	N.A.
7lm8	M	N	A	29.2	BLI	N.A.	N.A.
7lm9	H	L	A	53.6	BLI	N.A.	N.A.
7lo6	L	K	A	N.A.	N.A.	N.A.	N.A.
7lo7	H	L	Z	1200	microscale thermophoresis	N.A.	N.A.
7lo8	H	L	Z	140	microscale thermophoresis	N.A.	N.A.
7lok	K	J	A	N.A.	N.A.	N.A.	N.A.
7lop	H	L	A	45.3	BLI	N.A.	N.A.
7lop	B	C	A;Z	N.A.	N.A.	N.A.	N.A.
7lpn	D	N.A.	C;F	N.A.	N.A.	N.A.	N.A.
7lq7	H	L	A	N.A.	N.A.	N.A.	N.A.
7lq7	P	Q	A	N.A.	N.A.	N.A.	N.A.
7lqv	H	L	A	4.4802	SPR	298	N.A.
7lqw	H	L	C	0.0003	SPR	298	N.A.
7lr3	H	L	D	7.8	SPR	N.A.	Geometric mean of two replicates
7lr4	H	L	D	5.5	SPR	N.A.	Geometric mean of two replicates
7lrs	D	E	C	7.3	BLI	303	N.A.
7lrt	H	L	A	7.3	BLI	303	N.A.
7ls9	H	L	A	N.A.	N.A.	N.A.	N.A.
7lse	H	L	E	N.A.	N.A.	N.A.	N.A.
7lsf	H	L	E	N.A.	N.A.	N.A.	N.A.
7lsg	H	L	C	N.A.	N.A.	N.A.	N.A.
7lss	H	L	B	N.A.	N.A.	N.A.	N.A.
7luc	F	G	A	0.0057	BLI	303	N.A.
7luc	J	K	A	0.025	BLI	303	N.A.
7lue	H	L	A	N.A.	N.A.	N.A.	N.A.
7lvw	G	N.A.	A	0.084	SPR	N.A.	N.A.
7lwd	H	L	A	N.A.	N.A.	N.A.	N.A.
7lx2	H	L	A	N.A.	BLI	N.A.	N.A.
7lx3	H	L	A	N.A.	BLI	N.A.	N.A.
7lx5	A	N.A.	B	0.36	BLI	298	N.A.
7lx5	C	N.A.	B	0.68	BLI	298	N.A.
7lxm	H	L	A	<0.001	BLI	N.A.	N.A.
7lxn	H	L	A	<0.001	BLI	N.A.	N.A.
7lxw	H	L	A	1.8	BLI	310	N.A.
7lxx	H	L	A	0.3	BLI	310	N.A.
7lxy	H	L	A	1.8	BLI	310	N.A.
7lxy	F	C	A;B	N.A.	N.A.	310	N.A.
7lxz	H	J	A	0.3	BLI	310	N.A.
7lxz	F	C	A;B	N.A.	N.A.	310	N.A.
7ly0	H	L	A	8.7	BLI	310	N.A.
7ly2	H	L	A	8.7	BLI	310	N.A.
7ly2	F	C	A;B	N.A.	N.A.	310	N.A.
7ly3	D	C	A	8.7	BLI	310	N.A.
7ly9	E	I	D	N.A.	N.A.	N.A.	N.A.
7ly9	H	L	D;G;K	N.A.	N.A.	N.A.	N.A.
7lzp	B	N.A.	A	N.A.	N.A.	N.A.	N.A.
7lzp	C	N.A.	A	N.A.	N.A.	N.A.	N.A.
7lzp	G	N.A.	A	N.A.	N.A.	N.A.	N.A.
7m1h	B	N.A.	A	N.A.	N.A.	N.A.	N.A.
7m1h	C	N.A.	A	N.A.	N.A.	N.A.	N.A.
7m1h	D	N.A.	A	N.A.	N.A.	N.A.	N.A.
7m1h	E	N.A.	A	N.A.	N.A.	N.A.	N.A.
7m1h	F	N.A.	A	N.A.	N.A.	N.A.	N.A.
7m1h	G	N.A.	A	N.A.	N.A.	N.A.	N.A.
7m2h	A	B	C	N.A.	N.A.	N.A.	N.A.
7m2i	A	B	C	N.A.	N.A.	N.A.	N.A.
7m2j	A	B	C	N.A.	N.A.	N.A.	N.A.
7m30	H	L	B	N.A.	N.A.	N.A.	N.A.
7m30	F	G	C	N.A.	N.A.	N.A.	N.A.
7m30	M	N	C	N.A.	N.A.	N.A.	N.A.
7m3i	H	L	R	N.A.	N.A.	N.A.	N.A.
7m3n	H	L	A	N.A.	N.A.	N.A.	N.A.
7m42	B	A	E	N.A.	N.A.	N.A.	N.A.
7m42	D	C	E	N.A.	N.A.	N.A.	N.A.
7m6d	A	B	C	N.A.	N.A.	N.A.	N.A.
7m6d	H	L	C	N.A.	N.A.	N.A.	N.A.
7m6e	H	L	A;E	N.A.	N.A.	N.A.	N.A.
7m6f	H	L	A	N.A.	N.A.	N.A.	N.A.
7m6g	H	L	C	N.A.	N.A.	N.A.	N.A.
7m6h	E	G	A	N.A.	N.A.	N.A.	N.A.
7m6i	M	N	A	N.A.	N.A.	N.A.	N.A.
7m74	H	L	A	N.A.	N.A.	N.A.	N.A.
7m7b	H	L	A	1.64	BLI	298	N.A.
7m7f	C	D	A;B	N.A.	N.A.	N.A.	N.A.
7m7g	C	D	A;B	N.A.	N.A.	N.A.	N.A.
7m7h	C	D	A;B	N.A.	N.A.	N.A.	N.A.
7m7i	C	D	A;B	N.A.	N.A.	N.A.	N.A.
7m7j	C	D	A;B	N.A.	N.A.	N.A.	N.A.
7m7w	E	F	R	0.04	SPR	298	important KD data paper
7m7w	H	L	R	0.08	SPR	298	KD = 0.49 nM by BLI
7m8j	H	L	A	9.4	BLI	298	N.A.
7m8l	G	J	A	N.A.	N.A.	N.A.	N.A.
7m8l	M	P	A;D	N.A.	N.A.	N.A.	N.A.
7mdj	A	B	C	N.A.	N.A.	N.A.	N.A.
7mdp	H	I	A	N.A.	N.A.	N.A.	N.A.
7mdt	H	L	A	N.A.	N.A.	N.A.	N.A.
7mdu	E	F	A	N.A.	N.A.	N.A.	N.A.
7mdu	H	L	A	890	BLI	298	N.A.
7mdw	A	N.A.	R	N.A.	N.A.	N.A.	N.A.
7mdw	B	N.A.	R	N.A.	N.A.	N.A.	N.A.
7me7	A	N.A.	R	N.A.	N.A.	N.A.	N.A.
7me7	B	N.A.	R	N.A.	N.A.	N.A.	N.A.
7mej	A	N.A.	R	N.A.	N.A.	N.A.	N.A.
7mej	B	N.A.	R	N.A.	N.A.	N.A.	N.A.
7mem	H	L	E	N.A.	N.A.	N.A.	N.A.
7mep	H	L	A	180	BLI	298	N.A.
7mep	I	G	A;E	N.A.	N.A.	N.A.	N.A.
7mf1	H	L	A	2	BLI	N.A.	N.A.
7mfu	B	N.A.	A	13.8	SPR	298	N.A.
7mfu	C	N.A.	A	62.7	SPR	298	N.A.
7mgw	B	C	A	N.A.	N.A.	N.A.	N.A.
7mhr	A	B	C	N.A.	N.A.	N.A.	N.A.
7mhx	A	B	C	N.A.	N.A.	N.A.	N.A.
7mhy	M	N	A	N.A.	N.A.	N.A.	N.A.
7mhy	O	P	A	N.A.	N.A.	N.A.	N.A.
7mhz	O	P	A	N.A.	N.A.	N.A.	N.A.
7mjh	D	N.A.	A	N.A.	N.A.	N.A.	N.A.
